wkmrid , wkmridVersioned , accessionNumber , serialCode , kitabooId , isbn10 , isbn13 , electronicIsbn10 , electronicIsbn13 , doi , issn , assetVersion , product , status , productVersion
wkmrid_343 , wkmridversioned_343 ,  01626586/1st_Edition/4  , 01626586  , kitabooId_343 ,  , 978-1-60913-178-4 ,  , 978-1-60913-178-4 , doi_343 , issn_343 , assetVersion_343 , INXIE  , beta , beta
wkmrid_344 , wkmridversioned_344 ,  01438047/1st_Edition/2  , 01438047  , kitabooId_344 ,  , 978-1-60831-617-5 ,  , 978-1-60831-617-5 , doi_344 , issn_344 , assetVersion_344 , ASKYD  , beta , beta
wkmrid_345 , wkmridversioned_345 ,  01437572/1st_Edition/3  , 01437572  , kitabooId_345 ,  , 978-1-60547-591-2 ,  , 978-1-60547-591-2 , doi_345 , issn_345 , assetVersion_345 , BKLDT  , beta , beta
wkmrid_346 , wkmridversioned_346 ,  01439391/1st_Edition/2  , 01439391  , kitabooId_346 ,  , 978-1-60831-618-2 ,  , 978-1-60831-618-2 , doi_346 , issn_346 , assetVersion_346 , OGAJL  , beta , beta
wkmrid_347 , wkmridversioned_347 ,  01626587/1st_Edition/2  , 01626587  , kitabooId_347 ,  , 9781608314348 ,  , 9781608314348 , doi_347 , issn_347 , assetVersion_347 , NDRIU  , beta , beta
wkmrid_348 , wkmridversioned_348 ,  01282426/1st_Edition/1  , 01282426  , kitabooId_348 , 3-7643-7174-9 , 978-3-7643-7174-6 , 3-7643-7174-9 , 978-3-7643-7174-6 , doi_348 , issn_348 , assetVersion_348 , DNUGF  , beta , beta
wkmrid_349 , wkmridversioned_349 ,  01437933/1st_Edition/4  , 01437933  , kitabooId_349 ,  , 978-1-84816-182-5 ,  , 978-1-84816-182-5 , doi_349 , issn_349 , assetVersion_349 , QCVRO  , beta , beta
wkmrid_350 , wkmridversioned_350 ,  01756890/1st_Edition/2  , 01756890  , kitabooId_350 ,  , 978-1-78084-252-3 ,  , 978-1-78084-252-3 , doi_350 , issn_350 , assetVersion_350 , RSUOP  , beta , beta
wkmrid_351 , wkmridversioned_351 ,  01756891/1st_Edition/2  , 01756891  , kitabooId_351 ,  , 9781780841502 ,  , 9781780841502 , doi_351 , issn_351 , assetVersion_351 , FOGTJ  , beta , beta
wkmrid_352 , wkmridversioned_352 ,  01756892/1st_Edition/3  , 01756892  , kitabooId_352 ,  , 978-1-78084-219-6 ,  , 978-1-78084-219-6 , doi_352 , issn_352 , assetVersion_352 , JOYBO  , beta , beta
wkmrid_353 , wkmridversioned_353 ,  01756894/1st_Edition/3  , 01756894  , kitabooId_353 ,  , 978-1-7808-4309-4 ,  , 978-1-7808-4309-4 , doi_353 , issn_353 , assetVersion_353 , BDCGF  , beta , beta
wkmrid_354 , wkmridversioned_354 ,  01612950/1st_Edition/2  , 01612950  , kitabooId_354 ,  , 9781780840123 ,  , 9781780840123 , doi_354 , issn_354 , assetVersion_354 , IHBEQ  , beta , beta
wkmrid_355 , wkmridversioned_355 ,  01626566/1st_Edition/2  , 01626566  , kitabooId_355 ,  , 978-1-78084-090-1 ,  , 978-1-78084-090-1 , doi_355 , issn_355 , assetVersion_355 , RLSHO  , beta , beta
wkmrid_356 , wkmridversioned_356 ,  01253065/1st_Edition/3  , 01253065  , kitabooId_356 , 0-19-517987-0 ,  , 0-19-517987-0 ,  , doi_356 , issn_356 , assetVersion_356 , OTFJI  , beta , beta
wkmrid_357 , wkmridversioned_357 ,  01626567/1st_Edition/3  , 01626567  , kitabooId_357 ,  , 978-1-78084-044-4 ,  , 978-1-78084-044-4 , doi_357 , issn_357 , assetVersion_357 , GGWBR  , beta , beta
wkmrid_358 , wkmridversioned_358 ,  01756895/1st_Edition/3  , 01756895  , kitabooId_358 ,  , 978-1-78084-273-8 ,  , 978-1-78084-273-8 , doi_358 , issn_358 , assetVersion_358 , TMXDP  , beta , beta
wkmrid_359 , wkmridversioned_359 ,  01435038/1st_Edition/2  , 01435038  , kitabooId_359 ,  , 978-1-4051-2508-6 ,  , 978-1-4051-2508-6 , doi_359 , issn_359 , assetVersion_359 , UVUIA  , beta , beta
wkmrid_360 , wkmridversioned_360 ,  02049948/1st_Edition/2  , 02049948  , kitabooId_360 ,  , 978-0-8261-3286-4 ,  , 978-0-8261-3286-4 , doi_360 , issn_360 , assetVersion_360 , ASQLO  , beta , beta
wkmrid_361 , wkmridversioned_361 ,  01436935/1st_Edition/2  , 01436935  , kitabooId_361 , 1-84593-122-X , 978-1-84593-122-3 , 1-84593-122-X , 978-1-84593-122-3 , doi_361 , issn_361 , assetVersion_361 , AXURM  , beta , beta
wkmrid_362 , wkmridversioned_362 ,  01438554/1st_Edition/3  , 01438554  , kitabooId_362 ,  , 9780340927694 ,  , 9780340927694 , doi_362 , issn_362 , assetVersion_362 , UCDSY  , beta , beta
wkmrid_363 , wkmridversioned_363 ,  02045118/2nd_Edition/2  , 02045118  , kitabooId_363 ,  , 978-1-4822-3622-4 ,  , 978-1-4822-3622-4 , doi_363 , issn_363 , assetVersion_363 , KDPYL  , beta , beta
wkmrid_364 , wkmridversioned_364 ,  02158101/1st_Edition/3  , 02158101  , kitabooId_364 ,  , 978-3-318-06100-0 ,  , 978-3-318-06100-0 , doi_364 , issn_364 , assetVersion_364 , QCJCB  , beta , beta
wkmrid_365 , wkmridversioned_365 ,  01253066/1st_Edition/3  , 01253066  , kitabooId_365 , 0-19-512192-9 ,  , 0-19-512192-9 ,  , doi_365 , issn_365 , assetVersion_365 , EDFPQ  , beta , beta
wkmrid_366 , wkmridversioned_366 ,  01698946/1st_Edition/3  , 01698946  , kitabooId_366 ,  , 978-0-8261-0906-4 ,  , 978-0-8261-0906-4 , doi_366 , issn_366 , assetVersion_366 , LGODF  , beta , beta
wkmrid_367 , wkmridversioned_367 ,  02196203/1st_Edition/3  , 02196203  , kitabooId_367 ,  , 978-1-4988-2574-0 ,  , 978-1-4988-2574-0 , doi_367 , issn_367 , assetVersion_367 , ACVKJ  , beta , beta
wkmrid_368 , wkmridversioned_368 ,  01960921/1st_Edition/3  , 01960921  , kitabooId_368 ,  , 978-1-62623-143-6 ,  , 978-1-62623-143-6 , doi_368 , issn_368 , assetVersion_368 , WRHPX  , beta , beta
wkmrid_369 , wkmridversioned_369 ,  01938902/1st_Edition/5  , 01938902  , kitabooId_369 ,  , 978-1-62623-089-7 ,  , 978-1-62623-089-7 , doi_369 , issn_369 , assetVersion_369 , WJLGG  , beta , beta
wkmrid_370 , wkmridversioned_370 ,  01282427/1st_Edition/3  , 01282427  , kitabooId_370 , 3-540-21157-8 , 978-3-540-21157-0 , 3-540-21157-8 , 978-3-540-21157-0 , doi_370 , issn_370 , assetVersion_370 , CECXR  , beta , beta
wkmrid_371 , wkmridversioned_371 ,  01436140/1st_Edition/2  , 01436140  , kitabooId_371 ,  , 9783540331605 ,  , 9783540331605 , doi_371 , issn_371 , assetVersion_371 , HIIWB  , beta , beta
wkmrid_372 , wkmridversioned_372 ,  01257000/1st_Edition/4  , 01257000  , kitabooId_372 , 0-7817-8403-4 , 978-0-7817-8403-0 , 0-7817-8403-4 , 978-0-7817-8403-0 , doi_372 , issn_372 , assetVersion_372 , SYLHV  , beta , beta
wkmrid_373 , wkmridversioned_373 ,  01437133/1st_Edition/3  , 01437133  , kitabooId_373 ,  , 978-0-8261-4408-9 ,  , 978-0-8261-4408-9 , doi_373 , issn_373 , assetVersion_373 , DEPDN  , beta , beta
wkmrid_374 , wkmridversioned_374 ,  01434495/1st_Edition/3  , 01434495  , kitabooId_374 , 0-85199-998-0 ,  , 0-85199-998-0 ,  , doi_374 , issn_374 , assetVersion_374 , FNJHX  , beta , beta
wkmrid_375 , wkmridversioned_375 ,  01518814/1st_Edition/2  , 01518814  , kitabooId_375 ,  , 978-1-84593-843-7 ,  , 978-1-84593-843-7 , doi_375 , issn_375 , assetVersion_375 , WVJIC  , beta , beta
wkmrid_376 , wkmridversioned_376 ,  01439435/1st_Edition/4  , 01439435  , kitabooId_376 ,  , 978-1-84593-716-4 ,  , 978-1-84593-716-4 , doi_376 , issn_376 , assetVersion_376 , KNQPN  , beta , beta
wkmrid_377 , wkmridversioned_377 ,  02196204/1st_Edition/2  , 02196204  , kitabooId_377 ,  , 978-1-4988-2947-2 ,  , 978-1-4988-2947-2 , doi_377 , issn_377 , assetVersion_377 , UMGBU  , beta , beta
wkmrid_378 , wkmridversioned_378 ,  01817265/2nd_Edition/2  , 01817265  , kitabooId_378 ,  , 978-1-4511-5169-5 ,  , 978-1-4511-5169-5 , doi_378 , issn_378 , assetVersion_378 , KWUXR  , beta , beta
wkmrid_379 , wkmridversioned_379 ,  01827655/3rd_Edition/5  , 01827655  , kitabooId_379 ,  , 978-1-84184-950-8 ,  , 978-1-84184-950-8 , doi_379 , issn_379 , assetVersion_379 , ALVEP  , beta , beta
wkmrid_380 , wkmridversioned_380 ,  01382421/1st_Edition/2  , 01382421  , kitabooId_380 , 0-7817-3899-7 , 978-0-7817-3899-6 , 0-7817-3899-7 , 978-0-7817-3899-6 , doi_380 , issn_380 , assetVersion_380 , TGMCL  , beta , beta
wkmrid_381 , wkmridversioned_381 ,  01337359/1st_Edition/5  , 01337359  , kitabooId_381 , 1-58829-056-5 , 978-1-58829-056-4 , 1-58829-056-5 , 978-1-58829-056-4 , doi_381 , issn_381 , assetVersion_381 , EHBXO  , beta , beta
wkmrid_382 , wkmridversioned_382 ,  01337360/1st_Edition/4  , 01337360  , kitabooId_382 , 0-89603-644-8 , 978-0-89603-644-4 , 0-89603-644-8 , 978-0-89603-644-4 , doi_382 , issn_382 , assetVersion_382 , HNNBR  , beta , beta
wkmrid_383 , wkmridversioned_383 ,  01337365/1st_Edition/2  , 01337365  , kitabooId_383 , 0-89603-582-4 , 978-0-89603-582-9 , 0-89603-582-4 , 978-0-89603-582-9 , doi_383 , issn_383 , assetVersion_383 , TTICA  , beta , beta
wkmrid_384 , wkmridversioned_384 ,  01515489/4th_Edition/2  , 01515489  , kitabooId_384 ,  , 978-0-8261-1937-7 ,  , 978-0-8261-1937-7 , doi_384 , issn_384 , assetVersion_384 , FGMAC  , beta , beta
wkmrid_385 , wkmridversioned_385 ,  01437136/3rd_Edition/4  , 01437136  , kitabooId_385 , 0-8261-0212-3 , 9780826102126 , 0-8261-0212-3 , 9780826102126 , doi_385 , issn_385 , assetVersion_385 , DACKQ  , beta , beta
wkmrid_386 , wkmridversioned_386 ,  01300426/1st_Edition/3  , 01300426  , kitabooId_386 , 3-540-24408-5 , 978-3-540-24408-0 , 3-540-24408-5 , 978-3-540-24408-0 , doi_386 , issn_386 , assetVersion_386 , HHQKG  , beta , beta
wkmrid_387 , wkmridversioned_387 ,  01436143/1st_Edition/3  , 01436143  , kitabooId_387 , 0-387-70856-1 , 978-0-387-70856-0 , 0-387-70856-1 , 978-0-387-70856-0 , doi_387 , issn_387 , assetVersion_387 , HUICB  , beta , beta
wkmrid_388 , wkmridversioned_388 ,  01437134/1st_Edition/1  , 01437134  , kitabooId_388 , 0-8261-5565-0 , 978-0-82615-565-8 , 0-8261-5565-0 , 978-0-82615-565-8 , doi_388 , issn_388 , assetVersion_388 , HJUNH  , beta , beta
wkmrid_389 , wkmridversioned_389 ,  01436144/1st_Edition/4  , 01436144  , kitabooId_389 ,  , 978-0-387-74072-0 ,  , 978-0-387-74072-0 , doi_389 , issn_389 , assetVersion_389 , WIWES  , beta , beta
wkmrid_390 , wkmridversioned_390 ,  01437135/1st_Edition/6  , 01437135  , kitabooId_390 , 0-8261-1404-0 ,  , 0-8261-1404-0 ,  , doi_390 , issn_390 , assetVersion_390 , SRKIY  , beta , beta
wkmrid_391 , wkmridversioned_391 ,  01436145/1st_Edition/2  , 01436145  , kitabooId_391 ,  , 978-1-4020-5640-6 ,  , 978-1-4020-5640-6 , doi_391 , issn_391 , assetVersion_391 , JRKNQ  , beta , beta
wkmrid_392 , wkmridversioned_392 ,  01437480/1st_Edition/3  , 01437480  , kitabooId_392 ,  , 978-1-84593-642-6 ,  , 978-1-84593-642-6 , doi_392 , issn_392 , assetVersion_392 , POCSF  , beta , beta
wkmrid_393 , wkmridversioned_393 ,  01439437/1st_Edition/2  , 01439437  , kitabooId_393 , 0-85198-816-4 ,  , 0-85198-816-4 ,  , doi_393 , issn_393 , assetVersion_393 , QTIEH  , beta , beta
wkmrid_394 , wkmridversioned_394 ,  01434582/1st_Edition/6  , 01434582  , kitabooId_394 ,  , 978-1-84593-201-5 ,  , 978-1-84593-201-5 , doi_394 , issn_394 , assetVersion_394 , LBLBY  , beta , beta
wkmrid_395 , wkmridversioned_395 ,  01434379/1st_Edition/6  , 01434379  , kitabooId_395 , 0-85199-580-2 , 978-0-85199-580-9 , 0-85199-580-2 , 978-0-85199-580-9 , doi_395 , issn_395 , assetVersion_395 , IWUGI  , beta , beta
wkmrid_396 , wkmridversioned_396 ,  01436146/1st_Edition/2  , 01436146  , kitabooId_396 ,  , 978-0-387-71138-6 ,  , 978-0-387-71138-6 , doi_396 , issn_396 , assetVersion_396 , QTSXP  , beta , beta
wkmrid_397 , wkmridversioned_397 ,  01434574/1st_Edition/4  , 01434574  , kitabooId_397 ,  , 978 1 84593 172 8 ,  , 978 1 84593 172 8 , doi_397 , issn_397 , assetVersion_397 , HFYTT  , beta , beta
wkmrid_398 , wkmridversioned_398 ,  01745963/1st_Edition/2  , 01745963  , kitabooId_398 ,  , 978-1-78064-100-3 ,  , 978-1-78064-100-3 , doi_398 , issn_398 , assetVersion_398 , NHRAO  , beta , beta
wkmrid_399 , wkmridversioned_399 ,  01282428/1st_Edition/1  , 01282428  , kitabooId_399 , 0-387-25425-0 , 978-0387-25425-8 , 0-387-25425-0 , 978-0387-25425-8 , doi_399 , issn_399 , assetVersion_399 , JAJXS  , beta , beta
wkmrid_400 , wkmridversioned_400 ,  01436147/1st_Edition/1  , 01436147  , kitabooId_400 ,  , 978-1-4020-6056-4 ,  , 978-1-4020-6056-4 , doi_400 , issn_400 , assetVersion_400 , FALLD  , beta , beta
wkmrid_401 , wkmridversioned_401 ,  01434380/1st_Edition/6  , 01434380  , kitabooId_401 , 0-85199-600-0 ,  , 0-85199-600-0 ,  , doi_401 , issn_401 , assetVersion_401 , HBLPM  , beta , beta
wkmrid_402 , wkmridversioned_402 ,  01607927/1st_Edition/2  , 01607927  , kitabooId_402 ,  , 978-1-84593-819-2 ,  , 978-1-84593-819-2 , doi_402 , issn_402 , assetVersion_402 , PWMNE  , beta , beta
wkmrid_403 , wkmridversioned_403 ,  01434275/1st_Edition/6  , 01434275  , kitabooId_403 , 0-85199-451-2 ,  , 0-85199-451-2 ,  , doi_403 , issn_403 , assetVersion_403 , TYITB  , beta , beta
wkmrid_404 , wkmridversioned_404 ,  01434312/1st_Edition/7  , 01434312  , kitabooId_404 , 0-85199-545-4 ,  , 0-85199-545-4 ,  , doi_404 , issn_404 , assetVersion_404 , CSJEK  , beta , beta
wkmrid_405 , wkmridversioned_405 ,  01434269/1st_Edition/6  , 01434269  , kitabooId_405 , 0-85199-457-1 ,  , 0-85199-457-1 ,  , doi_405 , issn_405 , assetVersion_405 , ABDHN  , beta , beta
wkmrid_406 , wkmridversioned_406 ,  01434339/1st_Edition/5  , 01434339  , kitabooId_406 , 0-85199-663-9 ,  , 0-85199-663-9 ,  , doi_406 , issn_406 , assetVersion_406 , WIGTP  , beta , beta
wkmrid_407 , wkmridversioned_407 ,  01731088/1st_Edition/2  , 01731088  , kitabooId_407 ,  , 978-1-84593-482-8 ,  , 978-1-84593-482-8 , doi_407 , issn_407 , assetVersion_407 , XMUXQ  , beta , beta
wkmrid_408 , wkmridversioned_408 ,  01434833/1st_Edition/3  , 01434833  , kitabooId_408 ,  , 978-1-84593-576-4 ,  , 978-1-84593-576-4 , doi_408 , issn_408 , assetVersion_408 , HPDNN  , beta , beta
wkmrid_409 , wkmridversioned_409 ,  01436007/1st_Edition/1  , 01436007  , kitabooId_409 ,  , 978-0-387-72289-4 ,  , 978-0-387-72289-4 , doi_409 , issn_409 , assetVersion_409 , KTTAT  , beta , beta
wkmrid_410 , wkmridversioned_410 ,  01626540/1st_Edition/3  , 01626540  , kitabooId_410 ,  , 978-1-84593-851-2 ,  , 978-1-84593-851-2 , doi_410 , issn_410 , assetVersion_410 , DUTAA  , beta , beta
wkmrid_411 , wkmridversioned_411 ,  01515469/1st_Edition/2  , 01515469  , kitabooId_411 ,  , 978-1-84593-761-4 ,  , 978-1-84593-761-4 , doi_411 , issn_411 , assetVersion_411 , YOJVE  , beta , beta
wkmrid_412 , wkmridversioned_412 ,  01337432/2008_Edition/2  , 01337432  , kitabooId_412 , 1-58528-206-5 , 978-1-58528-206-7 , 1-58528-206-5 , 978-1-58528-206-7 , doi_412 , issn_412 , assetVersion_412 , IYSHX  , beta , beta
wkmrid_413 , wkmridversioned_413 ,  01257058/2006_Edition/7  , 01257058  , kitabooId_413 , 1-58528-142-5 , 978-1-58528-142-8 , 1-58528-142-5 , 978-1-58528-142-8 , doi_413 , issn_413 , assetVersion_413 , QXVTI  , beta , beta
wkmrid_414 , wkmridversioned_414 ,  01434963/2009_Edition/4  , 01434963  , kitabooId_414 ,  , 978-1-58528-227-2 ,  , 978-1-58528-227-2 , doi_414 , issn_414 , assetVersion_414 , PPSJN  , beta , beta
wkmrid_415 , wkmridversioned_415 ,  01436856/2010_Edition/2  , 01436856  , kitabooId_415 ,  , 978-1-58528-247-0 ,  , 978-1-58528-247-0 , doi_415 , issn_415 , assetVersion_415 , XHMDL  , beta , beta
wkmrid_416 , wkmridversioned_416 ,  01439448/11th_Edition/3  , 01439448  , kitabooId_416 ,  , 978-1-58528-227-2 ,  , 978-1-58528-227-2 , doi_416 , issn_416 , assetVersion_416 , CVUKY  , beta , beta
wkmrid_417 , wkmridversioned_417 ,  01631690/12th_Edition/8  , 01631690  , kitabooId_417 ,  , 978-1-58528-227-2 ,  , 978-1-58528-227-2 , doi_417 , issn_417 , assetVersion_417 , TRFJH  , beta , beta
wkmrid_418 , wkmridversioned_418 ,  01745962/13th_Edition/17  , 01745962  , kitabooId_418 ,  , 978-1-58528-295-1 ,  , 978-1-58528-295-1 , doi_418 , issn_418 , assetVersion_418 , UEMJY  , beta , beta
wkmrid_419 , wkmridversioned_419 ,  01812579/14th_Edition/21  , 01812579  , kitabooId_419 ,  , 978-1-58528-380-4 ,  , 978-1-58528-380-4 , doi_419 , issn_419 , assetVersion_419 , MSOGP  , beta , beta
wkmrid_420 , wkmridversioned_420 ,  01861733/15th_Edition/7  , 01861733  , kitabooId_420 ,  , 978-1-58528-418-4 ,  , 978-1-58528-418-4 , doi_420 , issn_420 , assetVersion_420 , LIEGW  , beta , beta
wkmrid_421 , wkmridversioned_421 ,  01974530/16th_Edition/8  , 01974530  , kitabooId_421 ,  , 978-1-58528-557-0 ,  , 978-1-58528-557-0 , doi_421 , issn_421 , assetVersion_421 , CKUHY  , beta , beta
wkmrid_422 , wkmridversioned_422 ,  02003376/17th_Edition/18  , 02003376  , kitabooId_422 ,  , 978-1-58528-558-7 ,  , 978-1-58528-558-7 , doi_422 , issn_422 , assetVersion_422 , VABXO  , beta , beta
wkmrid_423 , wkmridversioned_423 ,  02070879/18th_Edition/2  , 02070879  , kitabooId_423 ,  , 978-1-58528-579-2 ,  , 978-1-58528-579-2 , doi_423 , issn_423 , assetVersion_423 , JCEMO  , beta , beta
wkmrid_424 , wkmridversioned_424 ,  02123146/19th_Edition/14  , 02123146  , kitabooId_424 ,  , 978-1-58528-604-1 ,  , 978-1-58528-604-1 , doi_424 , issn_424 , assetVersion_424 , LERSN  , beta , beta
wkmrid_425 , wkmridversioned_425 ,  02134350/1st_Edition/2  , 02134350  , kitabooId_425 ,  , 978-1-78639-389-0 ,  , 978-1-78639-389-0 , doi_425 , issn_425 , assetVersion_425 , IPRAN  , beta , beta
wkmrid_426 , wkmridversioned_426 ,  01434236/1st_Edition/6  , 01434236  , kitabooId_426 , 0-85199-481-4 ,  , 0-85199-481-4 ,  , doi_426 , issn_426 , assetVersion_426 , AQYTX  , beta , beta
wkmrid_427 , wkmridversioned_427 ,  01599550/2nd_Edition/2  , 01599550  , kitabooId_427 , 1-60795-104-5 , 978-1-60795-104-9 , 1-60795-104-5 , 978-1-60795-104-9 , doi_427 , issn_427 , assetVersion_427 , XYXTC  , beta , beta
wkmrid_428 , wkmridversioned_428 ,  01438921/1st_Edition/2  , 01438921  , kitabooId_428 ,  , 978-0-470-06066-7 ,  , 978-0-470-06066-7 , doi_428 , issn_428 , assetVersion_428 , WJRAU  , beta , beta
wkmrid_429 , wkmridversioned_429 ,  01282429/1st_Edition/6  , 01282429  , kitabooId_429 , 0-387-29014-1 , 978-0-387-29014-0 , 0-387-29014-1 , 978-0-387-29014-0 , doi_429 , issn_429 , assetVersion_429 , ICJCH  , beta , beta
wkmrid_430 , wkmridversioned_430 ,  01435775/1st_Edition/2  , 01435775  , kitabooId_430 , 1-84392-167-7 ,  , 1-84392-167-7 ,  , doi_430 , issn_430 , assetVersion_430 , CPFMJ  , beta , beta
wkmrid_431 , wkmridversioned_431 ,  01741059/1st_Edition/8  , 01741059  , kitabooId_431 ,  , 978-0-470-65969-4 ,  , 978-0-470-65969-4 , doi_431 , issn_431 , assetVersion_431 , BNNTG  , beta , beta
wkmrid_432 , wkmridversioned_432 ,  01437964/1st_Edition/5  , 01437964  , kitabooId_432 ,  , 981-277-087-9 ,  , 981-277-087-9 , doi_432 , issn_432 , assetVersion_432 , PAVKW  , beta , beta
wkmrid_433 , wkmridversioned_433 ,  01807316/3rd_Edition/4  , 01807316  , kitabooId_433 , 1-4511-7343-1 , 978-1-4511-7343-7 , 1-4511-7343-1 , 978-1-4511-7343-7 , doi_433 , issn_433 , assetVersion_433 , APCUQ  , beta , beta
wkmrid_434 , wkmridversioned_434 ,  01996191/4th_Edition/4  , 01996191  , kitabooId_434 ,  , 978-1-4963-6278-0 ,  , 978-1-4963-6278-0 , doi_434 , issn_434 , assetVersion_434 , KLIOM  , beta , beta
wkmrid_435 , wkmridversioned_435 ,  02196205/1st_Edition/3  , 02196205  , kitabooId_435 ,  , 978-1-4988-2576-4 ,  , 978-1-4988-2576-4 , doi_435 , issn_435 , assetVersion_435 , BGHIQ  , beta , beta
wkmrid_436 , wkmridversioned_436 ,  01382768/1st_Edition/7  , 01382768  , kitabooId_436 , 1-58255-559-1 , 978-1-58255-559-1 , 1-58255-559-1 , 978-1-58255-559-1 , doi_436 , issn_436 , assetVersion_436 , RJROS  , beta , beta
wkmrid_437 , wkmridversioned_437 ,  01436009/1st_Edition/2  , 01436009  , kitabooId_437 ,  , 978-0-387-77336-0 ,  , 978-0-387-77336-0 , doi_437 , issn_437 , assetVersion_437 , THDKL  , beta , beta
wkmrid_438 , wkmridversioned_438 ,  01317124/1st_Edition/2  , 01317124  , kitabooId_438 , 0-89603-367-8 , 978-0-89603-367-2 , 0-89603-367-8 , 978-0-89603-367-2 , doi_438 , issn_438 , assetVersion_438 , QRQYH  , beta , beta
wkmrid_439 , wkmridversioned_439 ,  01586203/1st_Edition/3  , 01586203  , kitabooId_439 ,  , 981-4273-53-8 ,  , 981-4273-53-8 , doi_439 , issn_439 , assetVersion_439 , PQNLY  , beta , beta
wkmrid_440 , wkmridversioned_440 ,  01694369/1st_Edition/2  , 01694369  , kitabooId_440 ,  , 978-7-117-11617-6 ,  , 978-7-117-11617-6 , doi_440 , issn_440 , assetVersion_440 , PXUHN  , beta , beta
wkmrid_441 , wkmridversioned_441 ,  01436010/1st_Edition/1  , 01436010  , kitabooId_441 ,  , 978-4-431-88314-2 ,  , 978-4-431-88314-2 , doi_441 , issn_441 , assetVersion_441 , QXSRD  , beta , beta
wkmrid_442 , wkmridversioned_442 ,  01436011/1st_Edition/2  , 01436011  , kitabooId_442 ,  , 978-4-431-88316-6 ,  , 978-4-431-88316-6 , doi_442 , issn_442 , assetVersion_442 , NJCFB  , beta , beta
wkmrid_443 , wkmridversioned_443 ,  01436012/1st_Edition/2  , 01436012  , kitabooId_443 ,  , 978-4-431-72801-6 ,  , 978-4-431-72801-6 , doi_443 , issn_443 , assetVersion_443 , YSJPH  , beta , beta
wkmrid_444 , wkmridversioned_444 ,  01429546/1st_Edition/2  , 01429546  , kitabooId_444 , 1-904392-24-5 , 978-1-904392-24-8 , 1-904392-24-5 , 978-1-904392-24-8 , doi_444 , issn_444 , assetVersion_444 , BAPHD  , beta , beta
wkmrid_445 , wkmridversioned_445 ,  01282432/1st_Edition/4  , 01282432  , kitabooId_445 , 3-540-00219-7 , 978-3-540-00219-2 , 3-540-00219-7 , 978-3-540-00219-2 , doi_445 , issn_445 , assetVersion_445 , ETXBT  , beta , beta
wkmrid_446 , wkmridversioned_446 ,  01434377/1st_Edition/5  , 01434377  , kitabooId_446 , 0-85199-510-1 ,  , 0-85199-510-1 ,  , doi_446 , issn_446 , assetVersion_446 , MYFSR  , beta , beta
wkmrid_447 , wkmridversioned_447 ,  01337375/1st_Edition/4  , 01337375  , kitabooId_447 , 0-89603-979-X , 978-0-89603-979-7 , 0-89603-979-X , 978-0-89603-979-7 , doi_447 , issn_447 , assetVersion_447 , XUDPS  , beta , beta
wkmrid_448 , wkmridversioned_448 ,  01436013/1st_Edition/1  , 01436013  , kitabooId_448 ,  , 978-0-387-72888-9 ,  , 978-0-387-72888-9 , doi_448 , issn_448 , assetVersion_448 , BNUXW  , beta , beta
wkmrid_449 , wkmridversioned_449 ,  02029593/1st_Edition/2  , 02029593  , kitabooId_449 ,  , 978-1-78064-354-0 ,  , 978-1-78064-354-0 , doi_449 , issn_449 , assetVersion_449 , NDNSG  , beta , beta
wkmrid_450 , wkmridversioned_450 ,  01253067/1st_Edition/6  , 01253067  , kitabooId_450 , 0-19-513625-X ,  , 0-19-513625-X ,  , doi_450 , issn_450 , assetVersion_450 , IGDVR  , beta , beta
wkmrid_451 , wkmridversioned_451 ,  01282433/1st_Edition/3  , 01282433  , kitabooId_451 , 3-540-34449-7 , 978-3-540-34449-7 , 3-540-34449-7 , 978-3-540-34449-7 , doi_451 , issn_451 , assetVersion_451 , FOFAY  , beta , beta
wkmrid_452 , wkmridversioned_452 ,  01647957/1st_Edition/3  , 01647957  , kitabooId_452 ,  , 978-1-84593-824-6 ,  , 978-1-84593-824-6 , doi_452 , issn_452 , assetVersion_452 , NYDID  , beta , beta
wkmrid_453 , wkmridversioned_453 ,  01720395/1st_Edition/4  , 01720395  , kitabooId_453 ,  , 978-1-9362-8732-1 ,  , 978-1-9362-8732-1 , doi_453 , issn_453 , assetVersion_453 , TGAHB  , beta , beta
wkmrid_454 , wkmridversioned_454 ,  01437960/1st_Edition/4  , 01437960  , kitabooId_454 ,  , 981-270-929-0 ,  , 981-270-929-0 , doi_454 , issn_454 , assetVersion_454 , NLFNN  , beta , beta
wkmrid_455 , wkmridversioned_455 ,  01434932/1st_Edition/3  , 01434932  , kitabooId_455 , 0-85404-211-3 , 978-0-85404-211-1 , 0-85404-211-3 , 978-0-85404-211-1 , doi_455 , issn_455 , assetVersion_455 , AQPVF  , beta , beta
wkmrid_456 , wkmridversioned_456 ,  01253068/1st_Edition/14  , 01253068  , kitabooId_456 , 0-19-514358-2 ,  , 0-19-514358-2 ,  , doi_456 , issn_456 , assetVersion_456 , JFQKN  , beta , beta
wkmrid_457 , wkmridversioned_457 ,  01282434/1st_Edition/6  , 01282434  , kitabooId_457 , 3-540-37651-8 , 978-3-540-37651-4 , 3-540-37651-8 , 978-3-540-37651-4 , doi_457 , issn_457 , assetVersion_457 , DJACE  , beta , beta
